User,Link,Clasificador1,Clasificador2,Clasificador3
AdrianaBlandon1,https://twitter.com/AdrianaBlandon1,Ninguno,Ninguno,Ninguno
Buenavibraremes,https://twitter.com/Buenavibraremes,Chavista,Chavista,Chavista
cienbolos0,https://twitter.com/cienbolos0,Chavista,Chavista,Chavista
Gudari75,https://twitter.com/Gudari75,Ninguno,Ninguno,Ninguno
ComandoZamora,https://twitter.com/ComandoZamora,Chavista,Chavista,Chavista
CuatroFUbv,https://twitter.com/CuatroFUbv,Chavista,Chavista,Chavista
RosyAguirre,https://twitter.com/RosyAguirre,Oposición,Oposición,Oposición
LetizitaDeSoja,https://twitter.com/LetizitaDeSoja,Chavista,Chavista,Chavista
cimarron_films,https://twitter.com/cimarron_films,Chavista,Chavista,Chavista
isnandre5m,https://twitter.com/isnandre5m,Chavista,Chavista,Chavista
AndresJNC,https://twitter.com/AndresJNC,Chavista,Chavista,Chavista
m_higuerey,https://twitter.com/m_higuerey,Chavista,Chavista,Chavista
CORDOVAPALENCIA,https://twitter.com/CORDOVAPALENCIA,Chavista,Chavista,Chavista
AguillenPSUV,https://twitter.com/AguillenPSUV,Chavista,Chavista,Chavista
El_NesMentor,https://twitter.com/El_NesMentor,Chavista,Chavista,Chavista
AlunasaCR,https://twitter.com/AlunasaCR,Chavista,Chavista,Chavista
laotragenda,https://twitter.com/laotragenda,Chavista,Chavista,Chavista
lareirinha,https://twitter.com/lareirinha,Ninguno,Chavista,Ninguno
alltheloverss,https://twitter.com/alltheloverss,Chavista,Chavista,Chavista
CarolinaYsef,https://twitter.com/CarolinaYsef,Chavista,Chavista,Chavista
mousislas,https://twitter.com/mousislas,Chavista,Chavista,Chavista
ONCOP_MF_VZLA,https://twitter.com/ONCOP_MF_VZLA,Chavista,Chavista,Chavista
daferen,https://twitter.com/daferen,Ninguno,Ninguno,Ninguno
FundaciteLARA,https://twitter.com/FundaciteLARA,Chavista,Chavista,Chavista
Daddo_Aub,https://twitter.com/Daddo_Aub,Chavista,Chavista,Chavista
AsambleaCuba,https://twitter.com/AsambleaCuba,Chavista,Chavista,Chavista
JJSaimon,https://twitter.com/JJSaimon,Chavista,Chavista,Chavista
Corderoen,https://twitter.com/Corderoen,Chavista,Chavista,Chavista
r006CR,https://twitter.com/r006CR,Chavista,Chavista,Chavista
veneturmar,https://twitter.com/veneturmar,Chavista,Chavista,Chavista
GNBcemanguarnac,https://twitter.com/GNBcemanguarnac,Chavista,Chavista,Chavista
elperonperon,https://twitter.com/elperonperon,Chavista,Chavista,Chavista
CA_PLAM,https://twitter.com/CA_PLAM,Chavista,Chavista,Chavista
Tachota1,https://twitter.com/Tachota1,Chavista,Chavista,Chavista
MemeTraviesa,https://twitter.com/MemeTraviesa,Chavista,Chavista,Chavista
jpsuvchacao,https://twitter.com/jpsuvchacao,Chavista,Chavista,Chavista
FrontinOso,https://twitter.com/FrontinOso,Chavista,Chavista,Chavista
Elirivas55,https://twitter.com/Elirivas55,Chavista,Chavista,Chavista
Wileyma,https://twitter.com/Wileyma,Oposición,Oposición,Oposición
lacamposanjuan,https://twitter.com/lacamposanjuan,Chavista,Chavista,Chavista
MayVenezolana,https://twitter.com/MayVenezolana,Oposición,Oposición,Oposición
JS19JDVI,https://twitter.com/JS19JDVI,Ninguno,Ninguno,Ninguno
molinademuller,https://twitter.com/molinademuller,Chavista,Chavista,Chavista
Maritza_snavas,https://twitter.com/Maritza_snavas,Chavista,Chavista,Chavista
juancarlos2179,https://twitter.com/juancarlos2179,Chavista,Chavista,Chavista
DaussySequera,https://twitter.com/DaussySequera,Chavista,Chavista,Chavista
rompe_elcerco,https://twitter.com/rompe_elcerco,Chavista,Chavista,Chavista
cruzjmartinez,https://twitter.com/cruzjmartinez,Chavista,Chavista,Chavista
FeliciaBompart,https://twitter.com/FeliciaBompart,Chavista,Chavista,Chavista
leidavictoria,https://twitter.com/leidavictoria,Chavista,Chavista,Chavista
chldd,https://twitter.com/chldd,Chavista,Chavista,Chavista
luisamvrz,https://twitter.com/luisamvrz,Ninguno,Ninguno,Ninguno
Evalher,https://twitter.com/Evalher,Chavista,Chavista,Chavista
Psuvscasimiro,https://twitter.com/Psuvscasimiro,Chavista,Chavista,Chavista
yova120,https://twitter.com/yova120,Chavista,Chavista,Chavista
jonathanrenoir,https://twitter.com/jonathanrenoir,Chavista,Chavista,Chavista
MaraGiselleO,https://twitter.com/MaraGiselleO,Chavista,Chavista,Chavista
EmbacubaP,https://twitter.com/EmbacubaP,Chavista,Chavista,Chavista
Telmo_Goncalves,https://twitter.com/Telmo_Goncalves,Oposición,Oposición,Oposición
diazleo10,https://twitter.com/diazleo10,Chavista,Chavista,Chavista
agustindijoque,https://twitter.com/agustindijoque,Oposición,Oposición,Oposición
victor_jbm,https://twitter.com/victor_jbm,Chavista,Chavista,Chavista
crimarant,https://twitter.com/crimarant,Chavista,Chavista,Chavista
angelamontbrun,https://twitter.com/angelamontbrun,Oposición,Oposición,Oposición
AB_BRIM2,https://twitter.com/AB_BRIM2,Chavista,Chavista,Chavista
juneiracandanga,https://twitter.com/juneiracandanga,Chavista,Chavista,Chavista
Vero_Avilan,https://twitter.com/Vero_Avilan,Oposición,Oposición,Oposición
CmndoChavez,https://twitter.com/CmndoChavez,Chavista,Chavista,Chavista
riew_rotceh007,https://twitter.com/riew_rotceh007,Oposición,Oposición,Oposición
CLacanad,https://twitter.com/CLacanad,Chavista,Chavista,Chavista
GatoTremaine,https://twitter.com/GatoTremaine,Ninguno,Ninguno,Ninguno
ARAGUAPSUV24,https://twitter.com/ARAGUAPSUV24,Chavista,Chavista,Chavista
unefa_ve,https://twitter.com/unefa_ve,Chavista,Chavista,Chavista
jlopezbo,https://twitter.com/jlopezbo,Chavista,Chavista,Chavista
Despacho_Mauroa,https://twitter.com/Despacho_Mauroa,Chavista,Chavista,Chavista
BusiPiscinas,https://twitter.com/BusiPiscinas,Ninguno,Ninguno,Ninguno
josemil24,https://twitter.com/josemil24,Oposición,Oposición,Oposición
mirasanhui,https://twitter.com/mirasanhui,Chavista,Chavista,Chavista
Pudimos_,https://twitter.com/Pudimos_,Ninguno,Ninguno,Ninguno
BrillodeSeda,https://twitter.com/BrillodeSeda,Chavista,Chavista,Chavista
PilMoran,https://twitter.com/PilMoran,Chavista,Chavista,Chavista
YelitzaFebres1,https://twitter.com/YelitzaFebres1,Chavista,Chavista,Chavista
indirasequea,https://twitter.com/indirasequea,Chavista,Chavista,Chavista
guachan11,https://twitter.com/guachan11,Ninguno,Ninguno,Ninguno
hamid_ramos,https://twitter.com/hamid_ramos,Oposición,Oposición,Oposición
CarlitaVzla,https://twitter.com/CarlitaVzla,Chavista,Chavista,Chavista
ROSSANA83,https://twitter.com/ROSSANA83,Chavista,Chavista,Chavista
elyscontreras,https://twitter.com/elyscontreras,Chavista,Chavista,Chavista
maritojhm,https://twitter.com/maritojhm,Ninguno,Chavista,Ninguno
CLAPBicentenar2,https://twitter.com/CLAPBicentenar2,Chavista,Chavista,Chavista
rodolfob,https://twitter.com/rodolfob,Chavista,Chavista,Chavista
alvarojohan,https://twitter.com/alvarojohan,Chavista,Chavista,Chavista
2015CFK,https://twitter.com/2015CFK,Chavista,Chavista,Chavista
SeijoDani,https://twitter.com/SeijoDani,Ninguno,Ninguno,Ninguno
turistica969,https://twitter.com/turistica969,Chavista,Chavista,Chavista
DONATELLA127,https://twitter.com/DONATELLA127,Chavista,Chavista,Chavista
vanguardia_ofic,https://twitter.com/vanguardia_ofic,Chavista,Chavista,Chavista
ConsulRBVzlaHK,https://twitter.com/ConsulRBVzlaHK,Chavista,Chavista,Chavista
du_lu_mi,https://twitter.com/du_lu_mi,Ninguno,Ninguno,Ninguno
SoldadoDeDeuss,https://twitter.com/SoldadoDeDeuss,Ninguno,Ninguno,Ninguno
virginiapaola,https://twitter.com/virginiapaola,Chavista,Chavista,Chavista
Adriana3FG,https://twitter.com/Adriana3FG,Chavista,Chavista,Chavista
TiinaPerezL,https://twitter.com/TiinaPerezL,Ninguno,Ninguno,Ninguno
DimisocAnz,https://twitter.com/DimisocAnz,Chavista,Chavista,Chavista
arlisf,https://twitter.com/arlisf,Chavista,Chavista,Chavista
eliannys1888,https://twitter.com/eliannys1888,Chavista,Chavista,Chavista
pedacito25,https://twitter.com/pedacito25,Chavista,Chavista,Chavista
Frankferd09,https://twitter.com/Frankferd09,Chavista,Chavista,Chavista
ninoallende,https://twitter.com/ninoallende,Chavista,Chavista,Chavista
spartako,https://twitter.com/spartako,Ninguno,Ninguno,Ninguno
CorredorDpcht,https://twitter.com/CorredorDpcht,Chavista,Chavista,Chavista
LatidosPatriaG,https://twitter.com/LatidosPatriaG,Chavista,Chavista,Chavista
RodriguezDavito,https://twitter.com/RodriguezDavito,Chavista,Chavista,Chavista
petrizzo,https://twitter.com/petrizzo,Chavista,Chavista,Chavista
ladeyamoza,https://twitter.com/ladeyamoza,Chavista,Chavista,Chavista
susyzakhia,https://twitter.com/susyzakhia,Ninguno,Oposición,Oposición
aurora_g_,https://twitter.com/aurora_g_,Chavista,Chavista,Chavista
caribenegra,https://twitter.com/caribenegra,Chavista,Chavista,Chavista
wuyhsmar,https://twitter.com/wuyhsmar,Chavista,Chavista,Chavista
KELYKrp07,https://twitter.com/KELYKrp07,Chavista,Chavista,Chavista
Diazlaurav,https://twitter.com/Diazlaurav,Oposición,Oposición,Oposición
ZaidaChmaruk,https://twitter.com/ZaidaChmaruk,Chavista,Chavista,Chavista
YankeeGoHome2_5,https://twitter.com/YankeeGoHome2_5,Chavista,Chavista,Chavista
Redes_Vzla,https://twitter.com/Redes_Vzla,Chavista,Chavista,Chavista
GNB_YaracuyGDP,https://twitter.com/GNB_YaracuyGDP,Chavista,Chavista,Chavista
Dios_Federacion,https://twitter.com/Dios_Federacion,Oposición,Oposición,Oposición
rafaelitortiz,https://twitter.com/rafaelitortiz,Chavista,Chavista,Chavista
JCADENACUA,https://twitter.com/JCADENACUA,Ninguno,Oposición,Oposición
LaVozDelAtlanti,https://twitter.com/LaVozDelAtlanti,Chavista,Chavista,Chavista
RJHG17,https://twitter.com/RJHG17,Chavista,Chavista,Chavista
MilagrosElena10,https://twitter.com/MilagrosElena10,Chavista,Chavista,Chavista
wilsonjortizr59,https://twitter.com/wilsonjortizr59,Chavista,Chavista,Chavista
CCCLosTurpiales,https://twitter.com/CCCLosTurpiales,Chavista,Ninguno,Ninguno
caldera_ronald,https://twitter.com/caldera_ronald,Chavista,Chavista,Chavista
Emb_Venez_Ecu,https://twitter.com/Emb_Venez_Ecu,Chavista,Chavista,Chavista
PouSaez,https://twitter.com/PouSaez,Oposición,Oposición,Oposición
Y_carolG,https://twitter.com/Y_carolG,Oposición,Oposición,Oposición
alvarezfrank,https://twitter.com/alvarezfrank,Chavista,Chavista,Chavista
daurynt,https://twitter.com/daurynt,Chavista,Chavista,Chavista
lesbiamuro,https://twitter.com/lesbiamuro,Chavista,Chavista,Chavista
gonzalebetzaida,https://twitter.com/gonzalebetzaida,Chavista,Chavista,Chavista
paocle,https://twitter.com/paocle,Chavista,Chavista,Chavista
Ericks4ntos,https://twitter.com/Ericks4ntos,Chavista,Chavista,Chavista
Guaiquirian_Dit,https://twitter.com/Guaiquirian_Dit,Chavista,Chavista,Chavista
f3rmin,https://twitter.com/f3rmin,Oposición,Oposición,Oposición
Aaronsrm_,https://twitter.com/Aaronsrm_,Ninguno,Ninguno,Ninguno
SalaBarinas,https://twitter.com/SalaBarinas,Chavista,Chavista,Chavista
Embavenezcuba,https://twitter.com/Embavenezcuba,Chavista,Chavista,Chavista
josegre40guz,https://twitter.com/josegre40guz,Chavista,Chavista,Chavista
Mercal_Guarico,https://twitter.com/Mercal_Guarico,Chavista,Chavista,Chavista
NegroYoma,https://twitter.com/NegroYoma,Ninguno,Ninguno,Ninguno
Nazza_Castell,https://twitter.com/Nazza_Castell,Chavista,Chavista,Chavista
8203csmanzo1,https://twitter.com/8203csmanzo1,Chavista,Chavista,Chavista
ULA_REVOLUCION,https://twitter.com/ULA_REVOLUCION,Chavista,Chavista,Chavista
JulioCB29,https://twitter.com/JulioCB29,Ninguno,Ninguno,Ninguno
ElCapitanER,https://twitter.com/ElCapitanER,Chavista,Chavista,Chavista
Antisocialismo3,https://twitter.com/Antisocialismo3,Chavista,Chavista,Chavista
antoniomartel1,https://twitter.com/antoniomartel1,Chavista,Chavista,Chavista
MilDayMolina,https://twitter.com/MilDayMolina,Ninguno,Chavista,Chavista
delacosta_,https://twitter.com/delacosta_,Chavista,Chavista,Chavista
tinacoalcaldia,https://twitter.com/tinacoalcaldia,Chavista,Chavista,Chavista
ProtoTips_Isla,https://twitter.com/ProtoTips_Isla,Oposición,Oposición,Oposición
fuertetiuna1,https://twitter.com/fuertetiuna1,Chavista,Chavista,Chavista
chavistasMadrid,https://twitter.com/chavistasMadrid,Chavista,Chavista,Chavista
MovimientoM28,https://twitter.com/MovimientoM28,Chavista,Chavista,Chavista
Clap_Rp,https://twitter.com/Clap_Rp,Chavista,Chavista,Chavista
AlcaldiaDHeres,https://twitter.com/AlcaldiaDHeres,Chavista,Chavista,Chavista
yohanacarvallo,https://twitter.com/yohanacarvallo,Oposición,Oposición,Oposición
VERDADBAUTISTA,https://twitter.com/VERDADBAUTISTA,Chavista,Chavista,Chavista
Joelheavymetal8,https://twitter.com/Joelheavymetal8,Chavista,Chavista,Chavista
InfomovilMerida,https://twitter.com/InfomovilMerida,Chavista,Ninguno,Chavista
suspe82,https://twitter.com/suspe82,Chavista,Chavista,Chavista
angela_massaro,https://twitter.com/angela_massaro,Chavista,Chavista,Chavista
santiago144000,https://twitter.com/santiago144000,Chavista,Chavista,Chavista
yanezcoromoto,https://twitter.com/yanezcoromoto,Chavista,Chavista,Chavista
kuervakk,https://twitter.com/kuervakk,Chavista,Chavista,Chavista
azuajefutpv,https://twitter.com/azuajefutpv,Chavista,Chavista,Chavista
angelemiro1985,https://twitter.com/angelemiro1985,Chavista,Chavista,Chavista
dcabellor,https://twitter.com/dcabellor,Chavista,Chavista,Chavista
ruseel_69,https://twitter.com/ruseel_69,Oposición,Oposición,Oposición
FernandoCegarra,https://twitter.com/FernandoCegarra,Chavista,Chavista,Chavista
Luisgomezm7,https://twitter.com/Luisgomezm7,Chavista,Chavista,Chavista
Blancacandanga,https://twitter.com/Blancacandanga,Chavista,Chavista,Chavista
AleCurat,https://twitter.com/AleCurat,Chavista,Chavista,Chavista
RDelBufalo,https://twitter.com/RDelBufalo,Oposición,Oposición,Oposición
andrusocial,https://twitter.com/andrusocial,Chavista,Chavista,Chavista
MariselaGonzal7,https://twitter.com/MariselaGonzal7,Chavista,Chavista,Chavista
gestionhumanas2,https://twitter.com/gestionhumanas2,Chavista,Chavista,Chavista
MarcoAmayaOF,https://twitter.com/MarcoAmayaOF,Chavista,Chavista,Chavista
jkmcdf,https://twitter.com/jkmcdf,Chavista,Chavista,Chavista
InfoCNC,https://twitter.com/InfoCNC,Chavista,Chavista,Chavista
RamirezHoffman,https://twitter.com/RamirezHoffman,Oposición,Oposición,Oposición
MACERDAE,https://twitter.com/MACERDAE,Chavista,Chavista,Chavista
juliosicko,https://twitter.com/juliosicko,Chavista,Chavista,Chavista
eclds23,https://twitter.com/eclds23,Oposición,Oposición,Oposición
Francisco_Chew,https://twitter.com/Francisco_Chew,Chavista,Chavista,Chavista
Rafa_Trouble,https://twitter.com/Rafa_Trouble,Oposición,Oposición,Oposición
Radioatake,https://twitter.com/Radioatake,Chavista,Chavista,Chavista
leftiblog,https://twitter.com/leftiblog,Ninguno,Ninguno,Ninguno
FelixRodriguezG,https://twitter.com/FelixRodriguezG,Ninguno,Ninguno,Ninguno
nathy261202,https://twitter.com/nathy261202,Chavista,Chavista,Chavista
IronLionZionJ08,https://twitter.com/IronLionZionJ08,Chavista,Chavista,Chavista
guerrijazz,https://twitter.com/guerrijazz,Chavista,Chavista,Chavista
EJB_EFTPRIBAS,https://twitter.com/EJB_EFTPRIBAS,Chavista,Chavista,Chavista
TitiFerrer25,https://twitter.com/TitiFerrer25,Chavista,Chavista,Chavista
Ernesto1931,https://twitter.com/Ernesto1931,Chavista,Chavista,Chavista
FabioKmilo,https://twitter.com/FabioKmilo,Chavista,Chavista,Chavista
Maduro_cuti,https://twitter.com/Maduro_cuti,Oposición,Oposición,Oposición
Programas_salud,https://twitter.com/Programas_salud,Chavista,Chavista,Chavista
twizquierda,https://twitter.com/twizquierda,Chavista,Chavista,Chavista
NiKoAguilera,https://twitter.com/NiKoAguilera,Chavista,Chavista,Chavista
CoordMex_Venez,https://twitter.com/CoordMex_Venez,Chavista,Chavista,Chavista
Aplanificar,https://twitter.com/Aplanificar,Chavista,Chavista,Chavista
DonPedroQuejon,https://twitter.com/DonPedroQuejon,Chavista,Chavista,Chavista
RVulgarin,https://twitter.com/RVulgarin,Chavista,Chavista,Chavista
RadioMayabeque,https://twitter.com/RadioMayabeque,Chavista,Chavista,Chavista
PGRVenezuela,https://twitter.com/PGRVenezuela,Chavista,Chavista,Chavista
PCDRAMOSVICTOR,https://twitter.com/PCDRAMOSVICTOR,Chavista,Chavista,Chavista
kelvisjz,https://twitter.com/kelvisjz,Chavista,Ninguno,Chavista
Isnelicious,https://twitter.com/Isnelicious,Chavista,Chavista,Chavista
pedrogarciao,https://twitter.com/pedrogarciao,Oposición,Oposición,Oposición
MirandaV168,https://twitter.com/MirandaV168,Chavista,Chavista,Chavista
GiganteAmerica,https://twitter.com/GiganteAmerica,Chavista,Chavista,Chavista
espinozagerman,https://twitter.com/espinozagerman,Chavista,Chavista,Chavista
Alc_SimonPlanas,https://twitter.com/Alc_SimonPlanas,Chavista,Chavista,Chavista
MARIAPARICA,https://twitter.com/MARIAPARICA,Oposición,Oposición,Oposición
florenciamore17,https://twitter.com/florenciamore17,Chavista,Chavista,Chavista
LaOfensivaRoja,https://twitter.com/LaOfensivaRoja,Chavista,Chavista,Chavista
El_MaestroPiado,https://twitter.com/El_MaestroPiado,Oposición,Oposición,Oposición
raficampos,https://twitter.com/raficampos,Chavista,Chavista,Chavista
KENDYSARCOS,https://twitter.com/KENDYSARCOS,Chavista,Chavista,Chavista
almayadeen_es,https://twitter.com/almayadeen_es,Ninguno,Ninguno,Ninguno
Ernest0Gu3vara,https://twitter.com/Ernest0Gu3vara,Chavista,Chavista,Chavista
Vene_Nuestra,https://twitter.com/Vene_Nuestra,Chavista,Chavista,Chavista
Europa_CdP,https://twitter.com/Europa_CdP,Ninguno,Ninguno,Ninguno
nadroy87,https://twitter.com/nadroy87,Ninguno,Ninguno,Ninguno
FloresSobella,https://twitter.com/FloresSobella,Chavista,Chavista,Chavista
karelism32,https://twitter.com/karelism32,Chavista,Chavista,Chavista
ElenasRamires,https://twitter.com/ElenasRamires,Chavista,Chavista,Chavista
ffm_laraoficial,https://twitter.com/ffm_laraoficial,Chavista,Chavista,Chavista
meusga,https://twitter.com/meusga,Chavista,Chavista,Chavista
ResteadosOne,https://twitter.com/ResteadosOne,Chavista,Chavista,Chavista
PelomBlack,https://twitter.com/PelomBlack,Ninguno,Ninguno,Ninguno
HorizontePatria,https://twitter.com/HorizontePatria,Chavista,Chavista,Chavista
CorpoelecVargas,https://twitter.com/CorpoelecVargas,Chavista,Chavista,Chavista
leonguacache,https://twitter.com/leonguacache,Oposición,Oposición,Oposición
INPPJD_MONAGAS,https://twitter.com/INPPJD_MONAGAS,Chavista,Chavista,Chavista
clap_alejandroc,https://twitter.com/clap_alejandroc,Chavista,Chavista,Chavista
mayrimporras,https://twitter.com/mayrimporras,Oposición,Oposición,Oposición
francis_yoselin,https://twitter.com/francis_yoselin,Chavista,Chavista,Chavista
josemr_326,https://twitter.com/josemr_326,Chavista,Chavista,Chavista
Murder_360,https://twitter.com/Murder_360,Chavista,Chavista,Chavista
draSugM6,https://twitter.com/draSugM6,Chavista,Chavista,Chavista
CulturalMacondo,https://twitter.com/CulturalMacondo,Chavista,Chavista,Chavista
FenixDeChavez,https://twitter.com/FenixDeChavez,Chavista,Chavista,Chavista
AnzCanta,https://twitter.com/AnzCanta,Chavista,Chavista,Chavista
Marelys48,https://twitter.com/Marelys48,Chavista,Chavista,Chavista
ReynaReyes2015,https://twitter.com/ReynaReyes2015,Chavista,Chavista,Chavista
anavemoreno,https://twitter.com/anavemoreno,Chavista,Chavista,Chavista
Alsuita,https://twitter.com/Alsuita,Oposición,Oposición,Oposición
Edigo83,https://twitter.com/Edigo83,Chavista,Chavista,Chavista
IDEOLOGIZADOR,https://twitter.com/IDEOLOGIZADOR,Chavista,Chavista,Chavista
lucianaabad,https://twitter.com/lucianaabad,Chavista,Ninguno,Chavista
alvarohpsuv,https://twitter.com/alvarohpsuv,Chavista,Chavista,Chavista
CityTurCaripe,https://twitter.com/CityTurCaripe,Ninguno,Ninguno,Ninguno
teleSURsiria,https://twitter.com/teleSURsiria,Ninguno,Ninguno,Ninguno
Arias_57,https://twitter.com/Arias_57,Ninguno,Ninguno,Ninguno
RosdelviBencomo,https://twitter.com/RosdelviBencomo,Chavista,Chavista,Chavista
UnTalSandrea,https://twitter.com/UnTalSandrea,Oposición,Oposición,Oposición
adriana_tulande,https://twitter.com/adriana_tulande,Chavista,Chavista,Chavista
misionribas01,https://twitter.com/misionribas01,Chavista,Chavista,Chavista
gonzoguillen,https://twitter.com/gonzoguillen,Oposición,Oposición,Oposición
cristianovejero,https://twitter.com/cristianovejero,Chavista,Chavista,Chavista
anjogome,https://twitter.com/anjogome,Oposición,Oposición,Oposición
17Adelaida,https://twitter.com/17Adelaida,Chavista,Chavista,Chavista
CarolinaMarinAD,https://twitter.com/CarolinaMarinAD,Oposición,Oposición,Oposición
Zalet,https://twitter.com/Zalet,Chavista,Chavista,Chavista
joseemipe5,https://twitter.com/joseemipe5,Chavista,Chavista,Chavista
lizz19861,https://twitter.com/lizz19861,Chavista,Chavista,Chavista
prodri_gz,https://twitter.com/prodri_gz,Ninguno,Ninguno,Ninguno
GuillermoPinero,https://twitter.com/GuillermoPinero,Oposición,Oposición,Oposición
Pattitox,https://twitter.com/Pattitox,Chavista,Chavista,Chavista
Nicoontiveross,https://twitter.com/Nicoontiveross,Chavista,Chavista,Chavista
salud_cojedes,https://twitter.com/salud_cojedes,Chavista,Chavista,Chavista
FCrespoMon,https://twitter.com/FCrespoMon,Oposición,Oposición,Oposición
joemontein,https://twitter.com/joemontein,Chavista,Chavista,Chavista
milystation,https://twitter.com/milystation,Chavista,Chavista,Chavista
arelisjo76,https://twitter.com/arelisjo76,Chavista,Chavista,Chavista
julio_aviless,https://twitter.com/julio_aviless,Ninguno,Chavista,Ninguno
robertsgrc,https://twitter.com/robertsgrc,Chavista,Chavista,Chavista
AnaCStieben,https://twitter.com/AnaCStieben,Chavista,Chavista,Chavista
nirvanassss,https://twitter.com/nirvanassss,Chavista,Chavista,Chavista
chacarera25,https://twitter.com/chacarera25,Chavista,Chavista,Chavista
AimaraAlvarez19,https://twitter.com/AimaraAlvarez19,Chavista,Chavista,Chavista
ErnestoRParedes,https://twitter.com/ErnestoRParedes,Chavista,Chavista,Chavista
JorlyML,https://twitter.com/JorlyML,Chavista,Chavista,Chavista
ROJAS_SHA,https://twitter.com/ROJAS_SHA,Chavista,Chavista,Chavista
altaro,https://twitter.com/altaro,Chavista,Chavista,Chavista
CPatriaCMujer,https://twitter.com/CPatriaCMujer,Chavista,Chavista,Chavista
RiosN17,https://twitter.com/RiosN17,Chavista,Chavista,Chavista
rpalmero1,https://twitter.com/rpalmero1,Chavista,Chavista,Chavista
SilviaAbaca,https://twitter.com/SilviaAbaca,Ninguno,Ninguno,Ninguno
fidelvolcanes,https://twitter.com/fidelvolcanes,Chavista,Chavista,Chavista
inky007,https://twitter.com/inky007,Oposición,Oposición,Oposición
yohannamarinet,https://twitter.com/yohannamarinet,Chavista,Chavista,Chavista
PorAmorAYaracuy,https://twitter.com/PorAmorAYaracuy,Chavista,Chavista,Chavista
jcchavezpilquil,https://twitter.com/jcchavezpilquil,Ninguno,Ninguno,Ninguno
tony_gutierrezy,https://twitter.com/tony_gutierrezy,Chavista,Chavista,Chavista
canizale_carlos,https://twitter.com/canizale_carlos,Chavista,Chavista,Chavista
CaguaCandanga,https://twitter.com/CaguaCandanga,Chavista,Chavista,Chavista
corpovex_VE,https://twitter.com/corpovex_VE,Chavista,Chavista,Chavista
jhoanalabrujis,https://twitter.com/jhoanalabrujis,Chavista,Chavista,Chavista
CarlosVitorino0,https://twitter.com/CarlosVitorino0,Chavista,Chavista,Chavista
hbfv,https://twitter.com/hbfv,Oposición,Oposición,Oposición
padronjo,https://twitter.com/padronjo,Chavista,Chavista,Chavista
AdelanteCuba,https://twitter.com/AdelanteCuba,Ninguno,Ninguno,Ninguno
Rramirezffm,https://twitter.com/Rramirezffm,Chavista,Chavista,Chavista
fororebelde,https://twitter.com/fororebelde,Chavista,Chavista,Chavista
ydroy1989,https://twitter.com/ydroy1989,Chavista,Chavista,Chavista
Embacuba_CostaR,https://twitter.com/Embacuba_CostaR,Chavista,Chavista,Chavista
HectorJ_Bravo,https://twitter.com/HectorJ_Bravo,Chavista,Chavista,Chavista
Doryleo_Vaco,https://twitter.com/Doryleo_Vaco,Chavista,Chavista,Chavista
OnaCapital,https://twitter.com/OnaCapital,Chavista,Chavista,Chavista
diegolovers21,https://twitter.com/diegolovers21,Chavista,Chavista,Chavista
SinerUC,https://twitter.com/SinerUC,Ninguno,Ninguno,Ninguno
BoinaDisenos,https://twitter.com/BoinaDisenos,Chavista,Chavista,Chavista
kativasquez,https://twitter.com/kativasquez,Chavista,Chavista,Chavista
ConsulJuridica1,https://twitter.com/ConsulJuridica1,Chavista,Chavista,Chavista
ErickMLB,https://twitter.com/ErickMLB,Ninguno,Ninguno,Ninguno
TraficcPatriaBO,https://twitter.com/TraficcPatriaBO,Chavista,Chavista,Chavista
Caputti82,https://twitter.com/Caputti82,Chavista,Chavista,Chavista
armao_e,https://twitter.com/armao_e,Ninguno,Ninguno,Ninguno
IsaacSapiain11,https://twitter.com/IsaacSapiain11,Oposición,Oposición,Oposición
JoseMiguelCost,https://twitter.com/JoseMiguelCost,Ninguno,Oposición,Ninguno
KikeArteagaS,https://twitter.com/KikeArteagaS,Oposición,Oposición,Oposición
Normisjsr,https://twitter.com/Normisjsr,Ninguno,Ninguno,Ninguno
Perez_em,https://twitter.com/Perez_em,Chavista,Chavista,Chavista
InesTornudo,https://twitter.com/InesTornudo,Chavista,Chavista,Chavista
ARAGUAPEREZ,https://twitter.com/ARAGUAPEREZ,Chavista,Chavista,Chavista
yaramartinez29,https://twitter.com/yaramartinez29,Chavista,Chavista,Chavista
soranimontes,https://twitter.com/soranimontes,Chavista,Chavista,Chavista
gabichex,https://twitter.com/gabichex,Oposición,Oposición,Oposición
Sergio_Ponce_,https://twitter.com/Sergio_Ponce_,Chavista,Chavista,Chavista
lucy4sa,https://twitter.com/lucy4sa,Chavista,Chavista,Chavista
jonathanmatehus,https://twitter.com/jonathanmatehus,Oposición,Oposición,Oposición
OscarAlvarez01,https://twitter.com/OscarAlvarez01,Chavista,Chavista,Chavista
rinkaram,https://twitter.com/rinkaram,Chavista,Chavista,Chavista
COMSIGUA_CA,https://twitter.com/COMSIGUA_CA,Chavista,Chavista,Chavista
BansurSFco,https://twitter.com/BansurSFco,Chavista,Chavista,Chavista
DiputadoAngelR,https://twitter.com/DiputadoAngelR,Chavista,Chavista,Chavista
PACOURONDO,https://twitter.com/PACOURONDO,Ninguno,Oposición,Ninguno
carinacubana,https://twitter.com/carinacubana,Chavista,Chavista,Chavista
ejecucionvargas,https://twitter.com/ejecucionvargas,Chavista,Chavista,Chavista
MiSuegraViveLaL,https://twitter.com/MiSuegraViveLaL,Chavista,Chavista,Chavista
